IRI Week,Calendar week starting on,Calendar week ending on,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec,Halloween,Halloween_1,Thanksgiving,Thanksgiving_1,Christmas,Christmas_1,NewYear,President,President_1,Easter,Easter_1,Memorial,Memorial_1,4thJuly,4thJuly_1,Labour,Labour_1
1377,16-Jan-06,22-Jan-06,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1378,23-Jan-06,29-Jan-06,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1379,30-Jan-06,5-Feb-06,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1380,6-Feb-06,12-Feb-06,,1,,,,,,,,,,,0,,,,,,,,1,,,,,,,,
1381,13-Feb-06,19-Feb-06,,1,,,,,,,,,,,0,,,,,,,1,,,,,,,,,
1382,20-Feb-06,26-Feb-06,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1383,27-Feb-06,5-Mar-06,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1384,6-Mar-06,12-Mar-06,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1385,13-Mar-06,19-Mar-06,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1386,20-Mar-06,26-Mar-06,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1387,27-Mar-06,2-Apr-06,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1388,3-Apr-06,9-Apr-06,,,,1,,,,,,,,,0,,,,,,,,,,1,,,,,,
1389,10-Apr-06,16-Apr-06,,,,1,,,,,,,,,0,,,,,,,,,1,,,,,,,
1390,17-Apr-06,23-Apr-06,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,
1391,24-Apr-06,30-Apr-06,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,
1392,1-May-06,7-May-06,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,
1393,8-May-06,14-May-06,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,
1394,15-May-06,21-May-06,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,
1395,22-May-06,28-May-06,,,,,1,,,,,,,,0,,,,,,,,,,,,1,,,,
1396,29-May-06,4-Jun-06,,,,,,1,,,,,,,0,,,,,,,,,,,1,,,,,
1397,5-Jun-06,11-Jun-06,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
1398,12-Jun-06,18-Jun-06,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
1399,19-Jun-06,25-Jun-06,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
1400,26-Jun-06,2-Jul-06,,,,,,1,,,,,,,0,,,,,,,,,,,,,,1,,
1401,3-Jul-06,9-Jul-06,,,,,,,1,,,,,,0,,,,,,,,,,,,,1,,,
1402,10-Jul-06,16-Jul-06,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
1403,17-Jul-06,23-Jul-06,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
1404,24-Jul-06,30-Jul-06,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
1405,31-Jul-06,6-Aug-06,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1406,7-Aug-06,13-Aug-06,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1407,14-Aug-06,20-Aug-06,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1408,21-Aug-06,27-Aug-06,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1409,28-Aug-06,3-Sep-06,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,1
1410,4-Sep-06,10-Sep-06,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,1,
1411,11-Sep-06,17-Sep-06,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,
1412,18-Sep-06,24-Sep-06,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,
1413,25-Sep-06,1-Oct-06,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,
1414,2-Oct-06,8-Oct-06,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
1415,9-Oct-06,15-Oct-06,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
1416,16-Oct-06,22-Oct-06,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
1417,23-Oct-06,29-Oct-06,,,,,,,,,,1,,,0,1,,,,,,,,,,,,,,,
1418,30-Oct-06,5-Nov-06,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
1419,6-Nov-06,12-Nov-06,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,
1420,13-Nov-06,19-Nov-06,,,,,,,,,,,1,,0,,,1,,,,,,,,,,,,,
1421,20-Nov-06,26-Nov-06,,,,,,,,,,,1,,0,,1,,,,,,,,,,,,,,
1422,27-Nov-06,3-Dec-06,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,
1423,4-Dec-06,10-Dec-06,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
1424,11-Dec-06,17-Dec-06,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
1425,18-Dec-06,24-Dec-06,,,,,,,,,,,,1,0,,,,,1,,,,,,,,,,,
1426,25-Dec-06,31-Dec-06,,,,,,,,,,,,1,0,,,,1,,,,,,,,,,,,
1427,1-Jan-07,7-Jan-07,1,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,
1428,8-Jan-07,14-Jan-07,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1429,15-Jan-07,21-Jan-07,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1430,22-Jan-07,28-Jan-07,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1431,29-Jan-07,4-Feb-07,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1432,5-Feb-07,11-Feb-07,,1,,,,,,,,,,,0,,,,,,,,1,,,,,,,,
1433,12-Feb-07,18-Feb-07,,1,,,,,,,,,,,0,,,,,,,1,,,,,,,,,
1434,19-Feb-07,25-Feb-07,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,
1435,26-Feb-07,4-Mar-07,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1436,5-Mar-07,11-Mar-07,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1437,12-Mar-07,18-Mar-07,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1438,19-Mar-07,25-Mar-07,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,
1439,26-Mar-07,1-Apr-07,,,1,,,,,,,,,,0,,,,,,,,,,1,,,,,,
1440,2-Apr-07,8-Apr-07,,,,1,,,,,,,,,0,,,,,,,,,1,,,,,,,
1441,9-Apr-07,15-Apr-07,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,
1442,16-Apr-07,22-Apr-07,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,
1443,23-Apr-07,29-Apr-07,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,
1444,30-Apr-07,6-May-07,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,
1445,7-May-07,13-May-07,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,
1446,14-May-07,20-May-07,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,
1447,21-May-07,27-May-07,,,,,1,,,,,,,,0,,,,,,,,,,,,1,,,,
1448,28-May-07,3-Jun-07,,,,,1,,,,,,,,0,,,,,,,,,,,1,,,,,
1449,4-Jun-07,10-Jun-07,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
1450,11-Jun-07,17-Jun-07,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
1451,18-Jun-07,24-Jun-07,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,
1452,25-Jun-07,1-Jul-07,,,,,,1,,,,,,,0,,,,,,,,,,,,,,1,,
1453,2-Jul-07,8-Jul-07,,,,,,,1,,,,,,0,,,,,,,,,,,,,1,,,
1454,9-Jul-07,15-Jul-07,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
1455,16-Jul-07,22-Jul-07,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
1456,23-Jul-07,29-Jul-07,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,
1457,30-Jul-07,5-Aug-07,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1458,6-Aug-07,12-Aug-07,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1459,13-Aug-07,19-Aug-07,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1460,20-Aug-07,26-Aug-07,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,
1461,27-Aug-07,2-Sep-07,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,1
1462,3-Sep-07,9-Sep-07,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,1,
1463,10-Sep-07,16-Sep-07,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,
1464,17-Sep-07,23-Sep-07,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,
1465,24-Sep-07,30-Sep-07,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,
1466,1-Oct-07,7-Oct-07,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
1467,8-Oct-07,14-Oct-07,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
1468,15-Oct-07,21-Oct-07,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,
1469,22-Oct-07,28-Oct-07,,,,,,,,,,1,,,0,1,,,,,,,,,,,,,,,
1470,29-Oct-07,4-Nov-07,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
1471,5-Nov-07,11-Nov-07,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,
1472,12-Nov-07,18-Nov-07,,,,,,,,,,,1,,0,,,1,,,,,,,,,,,,,
1473,19-Nov-07,25-Nov-07,,,,,,,,,,,1,,0,,1,,,,,,,,,,,,,,
1474,26-Nov-07,2-Dec-07,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,
1475,3-Dec-07,9-Dec-07,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
1476,10-Dec-07,16-Dec-07,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,
1477,17-Dec-07,23-Dec-07,,,,,,,,,,,,1,0,,,,,1,,,,,,,,,,,
1478,24-Dec-07,30-Dec-07,,,,,,,,,,,,1,0,,,,1,,,,,,,,,,,,
