,0_1_25293_60025,0_1_25293_60027,0_1_25293_60039,0_1_28000_58454,0_1_49900_27268,0_2_25293_60037,0_2_28000_24610,7_1_42365_22800,7_1_42365_22820,7_1_42365_22840,7_1_42365_26400,7_1_42365_26410,7_1_42365_26420,7_1_42365_26440,88_6_99998_59442,88_6_99998_59443,88_6_99998_59444,88_6_99998_59461,88_6_99998_59486,88_6_99998_59492,88_6_99998_59494,88_6_99998_59504,88_6_99998_59509,88_6_99998_59518,88_6_99998_59519,88_6_99998_59520,88_6_99998_59525,88_6_99998_59546,88_6_99998_59547,88_6_99998_59548,88_6_99998_59549,88_6_99998_59597,88_6_99998_59601,88_6_99998_59649,88_6_99998_59651,88_6_99998_59689
Discount,0.0,0.0,0.0,0.21529601382592933,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
Feature,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.9800830926548059,0.0,26.109286446658388,0.0,0.0,0.0,-0.0,-0.0,0.30976315831020745,-0.0,0.0,0.0,5.0041355252092465,-0.0,-0.0,8.207573954366126,4.154206044636429,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0
Display,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discountlag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
Featurelag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,6.498107581673093,-4.666622247759042,-0.0,0.0,1.5155242162521345,0.0,0.0,0.0,0.0,0.0,0.0
Displaylag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saleslag,0.3419795208979174,0.36477188549130546,0.2564473569453473,0.18053723224161977,0.10860869812087062,0.3359816286101283,0.3757291758173156,0.4129816617759961,0.5022484625353122,0.4962772972000289,0.46338471218020993,0.314083187688966,0.48553788342461457,0.44081923806027407,0.03113481577194643,0.12429026359669434,0.21694779943496412,0.2087214600295027,0.20988043887305127,0.27850983344217606,0.2594484542330349,0.03594646436333271,0.4531418067347326,0.09711838985060331,0.14030647248332892,0.15671524717814914,0.3038587121876078,0.07093322655455454,0.25292220705408575,0.21655299881979287,0.014271413736693828,0.3594148465785863,0.28148711451387753,-0.0,0.0,0.35617311309566835
Sales_mov_avg,0.32818362219529296,0.01510111456507341,0.32649605057695696,0.0,0.601132788203597,0.33531966784712486,0.11109124929873693,0.5119710765559623,0.4133803983174286,0.328879878237075,0.2582270296299207,0.4201290526021376,0.1839956045585306,0.3082342861210115,0.3457917957716918,0.8059818570887958,0.6696487412168451,0.7603354059833493,0.700411839653416,0.4033063404699126,0.6231782300623544,0.8764836096135039,0.5205454195809123,0.6111988381512136,0.8118310598205504,0.7493709620710233,0.5738618679902178,0.6976377464263024,0.660460016885932,0.581643885504562,0.9654319453043703,0.4944177148027655,0.4000603795630443,0.5869378313128598,0.6397033860003267,0.3941051319239356
Halloween,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
Halloween_1,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
