"yogurt_SS1","yogurt_SS2","yogurt_SS3","yogurt_SS4","yogurt_SS5","yogurt_SS6","yogurt_SS7","yogurt_SS8","yogurt_SS9","yogurt_SS10","yogurt_SS11","yogurt_SS12","yogurt_SS13","yogurt_SS14","yogurt_SS15","yogurt_SS16","yogurt_SS17","yogurt_SS18","yogurt_SS19","yogurt_SS20","yogurt_SS21","yogurt_SS22","yogurt_SS23","yogurt_SS24","yogurt_SS25","yogurt_SS26","yogurt_SS27","yogurt_SS28","yogurt_SS29","yogurt_SS30","yogurt_SS31","yogurt_SS32","yogurt_SS33","yogurt_SS34","yogurt_SS35","yogurt_SS36","yogurt_SS37","yogurt_SS38","yogurt_SS39","yogurt_SS40","yogurt_SS41","yogurt_SS42","yogurt_SS43","yogurt_SS44","yogurt_SS45","yogurt_SS46","yogurt_SS47","yogurt_SS48","yogurt_SS49","yogurt_SS50","yogurt_SS51","yogurt_SS52","yogurt_PR1","yogurt_PR2","yogurt_PR3","yogurt_PR4","yogurt_PR5","yogurt_PR6","yogurt_PR7","yogurt_PR8","yogurt_PR9","yogurt_PR10","yogurt_PR11","yogurt_PR12","yogurt_PR13","yogurt_PR14","yogurt_PR15","yogurt_PR16","yogurt_PR17","yogurt_PR18","yogurt_PR19","yogurt_PR20","yogurt_PR21","yogurt_PR22","yogurt_PR23","yogurt_PR24","yogurt_PR25","yogurt_PR26","yogurt_PR27","yogurt_PR28","yogurt_PR29","yogurt_PR30","yogurt_PR31","yogurt_PR32","yogurt_PR33","yogurt_PR34","yogurt_PR35","yogurt_PR36","yogurt_PR37","yogurt_PR38","yogurt_PR39","yogurt_PR40","yogurt_PR41","yogurt_PR42","yogurt_PR43","yogurt_PR44","yogurt_PR45","yogurt_PR46","yogurt_PR47","yogurt_PR48","yogurt_PR49","yogurt_PR50","yogurt_PR51","yogurt_PR52","yogurt_price1","yogurt_price2","yogurt_price3","yogurt_price4","yogurt_price5","yogurt_price6","yogurt_price7","yogurt_price8","yogurt_price9","yogurt_price10","yogurt_price11","yogurt_price12","yogurt_price13","yogurt_price14","yogurt_price15","yogurt_price16","yogurt_price17","yogurt_price18","yogurt_price19","yogurt_price20","yogurt_price21","yogurt_price22","yogurt_price23","yogurt_price24","yogurt_price25","yogurt_price26","yogurt_price27","yogurt_price28","yogurt_price29","yogurt_price30","yogurt_price31","yogurt_price32","yogurt_price33","yogurt_price34","yogurt_price35","yogurt_price36","yogurt_price37","yogurt_price38","yogurt_price39","yogurt_price40","yogurt_price41","yogurt_price42","yogurt_price43","yogurt_price44","yogurt_price45","yogurt_price46","yogurt_price47","yogurt_price48","yogurt_price49","yogurt_price50","yogurt_price51","yogurt_price52","yogurt_D11","yogurt_D12","yogurt_D13","yogurt_D14","yogurt_D15","yogurt_D16","yogurt_D17","yogurt_D18","yogurt_D19","yogurt_D110","yogurt_D111","yogurt_D112","yogurt_D113","yogurt_D114","yogurt_D115","yogurt_D116","yogurt_D117","yogurt_D118","yogurt_D119","yogurt_D120","yogurt_D121","yogurt_D122","yogurt_D123","yogurt_D124","yogurt_D125","yogurt_D126","yogurt_D127","yogurt_D128","yogurt_D129","yogurt_D130","yogurt_D131","yogurt_D132","yogurt_D133","yogurt_D134","yogurt_D135","yogurt_D136","yogurt_D137","yogurt_D138","yogurt_D139","yogurt_D140","yogurt_D141","yogurt_D142","yogurt_D143","yogurt_D144","yogurt_D145","yogurt_D146","yogurt_D147","yogurt_D148","yogurt_D149","yogurt_D150","yogurt_D151","yogurt_D152","yogurt_D21","yogurt_D22","yogurt_D23","yogurt_D24","yogurt_D25","yogurt_D26","yogurt_D27","yogurt_D28","yogurt_D29","yogurt_D210","yogurt_D211","yogurt_D212","yogurt_D213","yogurt_D214","yogurt_D215","yogurt_D216","yogurt_D217","yogurt_D218","yogurt_D219","yogurt_D220","yogurt_D221","yogurt_D222","yogurt_D223","yogurt_D224","yogurt_D225","yogurt_D226","yogurt_D227","yogurt_D228","yogurt_D229","yogurt_D230","yogurt_D231","yogurt_D232","yogurt_D233","yogurt_D234","yogurt_D235","yogurt_D236","yogurt_D237","yogurt_D238","yogurt_D239","yogurt_D240","yogurt_D241","yogurt_D242","yogurt_D243","yogurt_D244","yogurt_D245","yogurt_D246","yogurt_D247","yogurt_D248","yogurt_D249","yogurt_D250","yogurt_D251","yogurt_D252","yogurt_F11","yogurt_F12","yogurt_F13","yogurt_F14","yogurt_F15","yogurt_F16","yogurt_F17","yogurt_F18","yogurt_F19","yogurt_F110","yogurt_F111","yogurt_F112","yogurt_F113","yogurt_F114","yogurt_F115","yogurt_F116","yogurt_F117","yogurt_F118","yogurt_F119","yogurt_F120","yogurt_F121","yogurt_F122","yogurt_F123","yogurt_F124","yogurt_F125","yogurt_F126","yogurt_F127","yogurt_F128","yogurt_F129","yogurt_F130","yogurt_F131","yogurt_F132","yogurt_F133","yogurt_F134","yogurt_F135","yogurt_F136","yogurt_F137","yogurt_F138","yogurt_F139","yogurt_F140","yogurt_F141","yogurt_F142","yogurt_F143","yogurt_F144","yogurt_F145","yogurt_F146","yogurt_F147","yogurt_F148","yogurt_F149","yogurt_F150","yogurt_F151","yogurt_F152","yogurt_F21","yogurt_F22","yogurt_F23","yogurt_F24","yogurt_F25","yogurt_F26","yogurt_F27","yogurt_F28","yogurt_F29","yogurt_F210","yogurt_F211","yogurt_F212","yogurt_F213","yogurt_F214","yogurt_F215","yogurt_F216","yogurt_F217","yogurt_F218","yogurt_F219","yogurt_F220","yogurt_F221","yogurt_F222","yogurt_F223","yogurt_F224","yogurt_F225","yogurt_F226","yogurt_F227","yogurt_F228","yogurt_F229","yogurt_F230","yogurt_F231","yogurt_F232","yogurt_F233","yogurt_F234","yogurt_F235","yogurt_F236","yogurt_F237","yogurt_F238","yogurt_F239","yogurt_F240","yogurt_F241","yogurt_F242","yogurt_F243","yogurt_F244","yogurt_F245","yogurt_F246","yogurt_F247","yogurt_F248","yogurt_F249","yogurt_F250","yogurt_F251","yogurt_F252","yogurt_F31","yogurt_F32","yogurt_F33","yogurt_F34","yogurt_F35","yogurt_F36","yogurt_F37","yogurt_F38","yogurt_F39","yogurt_F310","yogurt_F311","yogurt_F312","yogurt_F313","yogurt_F314","yogurt_F315","yogurt_F316","yogurt_F317","yogurt_F318","yogurt_F319","yogurt_F320","yogurt_F321","yogurt_F322","yogurt_F323","yogurt_F324","yogurt_F325","yogurt_F326","yogurt_F327","yogurt_F328","yogurt_F329","yogurt_F330","yogurt_F331","yogurt_F332","yogurt_F333","yogurt_F334","yogurt_F335","yogurt_F336","yogurt_F337","yogurt_F338","yogurt_F339","yogurt_F340","yogurt_F341","yogurt_F342","yogurt_F343","yogurt_F344","yogurt_F345","yogurt_F346","yogurt_F347","yogurt_F348","yogurt_F349","yogurt_F350","yogurt_F351","yogurt_F352","yogurt_F41","yogurt_F42","yogurt_F43","yogurt_F44","yogurt_F45","yogurt_F46","yogurt_F47","yogurt_F48","yogurt_F49","yogurt_F410","yogurt_F411","yogurt_F412","yogurt_F413","yogurt_F414","yogurt_F415","yogurt_F416","yogurt_F417","yogurt_F418","yogurt_F419","yogurt_F420","yogurt_F421","yogurt_F422","yogurt_F423","yogurt_F424","yogurt_F425","yogurt_F426","yogurt_F427","yogurt_F428","yogurt_F429","yogurt_F430","yogurt_F431","yogurt_F432","yogurt_F433","yogurt_F434","yogurt_F435","yogurt_F436","yogurt_F437","yogurt_F438","yogurt_F439","yogurt_F440","yogurt_F441","yogurt_F442","yogurt_F443","yogurt_F444","yogurt_F445","yogurt_F446","yogurt_F447","yogurt_F448","yogurt_F449","yogurt_F450","yogurt_F451","yogurt_F452"
15,13,17,26,19,37,22,12,47,15,27,27,57,21,25,41,48,44,44,44,60,24,40,24,34,32,29,40,29,11,4,61,90,41,59,70,54,39,77,27,4,5,4,5,5,6,6,16,14,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,2.61,0.79,0.79,0.79,0.65,0.66,0.66,0.65,0.66,2.47,2.46,2.47,2.47,2.46,2.47,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3,2.79,1,1,0.66,0.66,0.66,0.66,0.67,0.66,0.66,3,3,3,2,0.95,0.95,0.95,2,2,2.99,2.99,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,9,29,32,23,88,81,61,178,42,28,27,63,22,34,45,40,56,46,51,60,42,52,33,44,46,25,45,42,6,10,61,90,325,370,231,284,337,295,200,8,5,2,6,1,1,3,16,14,9,10,7,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.69,0.79,0.79,0.79,0.5,0.5,0.5,0.5,0.5,2.49,2.49,2.49,2.49,2.49,2.49,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3.68,2.79,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.65,3,2.65,2,0.95,0.99,0.98,2,2,2.95,2.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,17,16,17,20,81,94,87,106,61,37,22,51,29,26,37,239,252,291,247,322,104,259,74,277,83,184,120,114,1,7,61,90,286,255,293,326,294,340,194,6,5,3,7,4,9,5,16,14,8,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.69,0.79,0.79,0.79,0.65,0.65,0.65,0.65,0.65,2.49,2.49,2.49,2.49,2.49,2.49,0.329958,0.32996,0.329966,0.32996,0.329969,0.329904,0.329961,0.329865,0.329964,0.32988,0.329946,0.329917,0.329912,3.69,2.79,1,1,0.65,0.65,0.65,0.65,0.65,0.65,0.65,2.65,3,2.65,2,0.99,0.99,0.99,2,2,2.98,2.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,20,33,41,37,42,33,24,76,11,32,23,51,32,29,25,689,349,517,419,743,162,566,129,460,164,454,152,97,6,6,61,90,89,99,85,62,73,87,49,4,5,6,6,2,10,6,16,14,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,2.69,0.77,0.77,0.76,0.68,0.68,0.68,0.68,0.67,2.49,2.49,2.49,2.49,2.49,2.49,0.67,0.67,0.66,0.67,0.67,0.66,0.67,0.66,0.67,0.67,0.67,0.66,0.67,3.69,2.79,1,1,0.68,0.68,0.68,0.68,0.67,0.67,0.67,2.65,3,2.65,2,0.99,0.99,0.99,2,2,2.99,2.99,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,25,22,39,39,23,27,49,14,22,33,82,34,33,37,275,181,82,162,284,29,56,24,105,43,123,53,32,4,4,61,90,67,95,97,76,72,105,47,6,5,7,8,3,2,3,16,14,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,2.69,0.77,0.77,0.76,0.69,0.69,0.69,0.69,0.69,2.49,2.49,2.49,2.49,2.49,2.49,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3.69,2.79,1,1,0.69,0.78,0.69,0.69,0.69,0.69,0.69,2.65,3,2.65,2,0.99,0.99,0.99,2,2,2.99,2.99,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,40,24,16,20,39,35,22,53,15,24,18,35,19,26,33,306,81,54,45,243,22,43,26,35,49,102,61,47,2,6,61,90,73,90,64,96,65,115,50,5,5,6,8,3,6,3,16,14,7,6,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2.0175,2.01725,0.79,0.79,0.79,0.69,0.69,0.69,0.69,0.69,2.49,2.49,2.49,2.49,2.49,2.49,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,2.765,2.79,1,1,0.69,0.69,0.69,0.69,0.69,0.69,0.69,2.65,3,2.65,2,0.74,0.741667,0.74,2,2,2.99,2.99,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,39,23,24,28,49,50,34,61,32,28,20,49,29,28,23,152,58,62,78,124,47,53,30,39,45,101,54,45,11,3,61,90,85,129,65,65,64,84,37,3,5,3,11,3,2,13,16,14,7,9,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,2.69,0.79,0.68,0.68,0.69,0.69,0.69,0.69,0.69,2.49,2.49,2.49,2.49,2.49,2.49,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3,2.79,1,1,0.69,0.69,0.69,0.69,0.69,0.69,0.69,2.65,3,2.65,2,0.99,0.99,0.99,2,2,2.99,2.99,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,24,32,25,19,55,26,30,55,22,33,29,29,26,30,28,76,56,50,67,81,43,58,23,59,59,26,42,46,3,4,61,90,74,96,88,89,71,101,52,6,5,7,11,1,2,2,16,14,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,2.69,0.79,0.79,0.79,0.69,0.69,0.69,0.69,0.69,2.49,2.49,2.49,2.49,2.49,2.49,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3.69,2.79,1,1,0.69,0.69,0.69,0.69,0.69,0.69,0.69,2.65,3,2.65,2,0.99,0.99,0.99,2,2,2.99,2.99,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,19,28,21,35,36,25,27,68,8,25,29,56,22,25,33,79,56,69,81,65,45,54,37,49,57,28,34,47,1,10,61,90,52,93,59,90,40,76,43,9,5,11,7,4,4,9,16,14,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.69,0.79,0.79,0.79,0.69,0.69,0.69,0.69,0.69,2.49,2.49,2.49,2.49,2.49,2.49,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,3.69,2.79,1,1,0.69,0.69,0.69,0.69,0.69,0.69,0.69,2.65,3,2.65,2,0.99,0.99,0.99,2,2,2.99,2.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
