"mayo_SS1","mayo_SS2","mayo_SS3","mayo_SS4","mayo_SS5","mayo_SS6","mayo_SS7","mayo_SS8","mayo_SS9","mayo_SS10","mayo_SS11","mayo_SS12","mayo_SS13","mayo_SS14","mayo_SS15","mayo_SS16","mayo_SS17","mayo_PR1","mayo_PR2","mayo_PR3","mayo_PR4","mayo_PR5","mayo_PR6","mayo_PR7","mayo_PR8","mayo_PR9","mayo_PR10","mayo_PR11","mayo_PR12","mayo_PR13","mayo_PR14","mayo_PR15","mayo_PR16","mayo_PR17","mayo_price1","mayo_price2","mayo_price3","mayo_price4","mayo_price5","mayo_price6","mayo_price7","mayo_price8","mayo_price9","mayo_price10","mayo_price11","mayo_price12","mayo_price13","mayo_price14","mayo_price15","mayo_price16","mayo_price17","mayo_D11","mayo_D12","mayo_D13","mayo_D14","mayo_D15","mayo_D16","mayo_D17","mayo_D18","mayo_D19","mayo_D110","mayo_D111","mayo_D112","mayo_D113","mayo_D114","mayo_D115","mayo_D116","mayo_D117","mayo_D21","mayo_D22","mayo_D23","mayo_D24","mayo_D25","mayo_D26","mayo_D27","mayo_D28","mayo_D29","mayo_D210","mayo_D211","mayo_D212","mayo_D213","mayo_D214","mayo_D215","mayo_D216","mayo_D217","mayo_F11","mayo_F12","mayo_F13","mayo_F14","mayo_F15","mayo_F16","mayo_F17","mayo_F18","mayo_F19","mayo_F110","mayo_F111","mayo_F112","mayo_F113","mayo_F114","mayo_F115","mayo_F116","mayo_F117","mayo_F21","mayo_F22","mayo_F23","mayo_F24","mayo_F25","mayo_F26","mayo_F27","mayo_F28","mayo_F29","mayo_F210","mayo_F211","mayo_F212","mayo_F213","mayo_F214","mayo_F215","mayo_F216","mayo_F217","mayo_F31","mayo_F32","mayo_F33","mayo_F34","mayo_F35","mayo_F36","mayo_F37","mayo_F38","mayo_F39","mayo_F310","mayo_F311","mayo_F312","mayo_F313","mayo_F314","mayo_F315","mayo_F316","mayo_F317","mayo_F41","mayo_F42","mayo_F43","mayo_F44","mayo_F45","mayo_F46","mayo_F47","mayo_F48","mayo_F49","mayo_F410","mayo_F411","mayo_F412","mayo_F413","mayo_F414","mayo_F415","mayo_F416","mayo_F417"
37,7,17,14,11,5,9,52,23,10,6,15,16,59,10,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.39,6.59,3,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.33,3.89,2.39,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,17,12,13,1,3,41,23,9,18,23,4,12,5,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,3,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,17,15,7,3,7,51,21,18,7,19,8,11,6,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,3,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,17,11,5,4,17,40,23,14,14,15,7,23,5,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,3,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,10,7,8,5,11,59,19,51,38,66,44,15,5,14,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,1.345098,1.345,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,16,15,10,8,15,42,19,38,46,35,21,19,6,12,5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,1.35,1.35,1.35,1.35,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,13,19,7,5,6,62,30,24,14,7,19,14,6,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.45,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,6,11,26,7,9,41,42,18,9,9,15,19,15,2,20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,1.1,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,10,17,15,5,2,34,57,26,13,4,19,7,17,1,20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,1.1,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,7,7,11,11,7,11,56,15,13,6,10,13,21,6,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,7,9,6,30,9,42,16,9,3,13,4,118,15,9,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,6.59,2.69,2.39,2.49,1.99,2.19,1.29,2.39,2.69,2.69,2.69,2.69,1.99,2.99,2.39,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6,7,21,10,35,70,39,21,6,4,13,7,215,25,19,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,6.59,2.69,2.39,2.49,1.99,2.19,1.29,2.39,2.69,2.69,2.69,2.69,1.99,2.99,2.39,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,12,17,22,7,4,11,30,8,10,3,14,12,28,9,22,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.39,6.59,2.69,2.39,2.49,3.67,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.32,3.69,2.39,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,11,13,13,4,13,40,15,38,28,41,29,15,4,16,7,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,1.35,1.35,1.35,1.35,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,5,8,13,10,7,16,39,16,22,23,41,19,16,9,13,9,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.72,2.19,1.29,2.39,1.35,1.35,1.35,1.35,3.69,3.69,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,9,14,3,24,18,39,19,4,6,8,7,112,3,12,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,6.59,2.69,2.39,2.49,1.99,2.19,1.29,2.39,2.69,2.69,2.69,2.69,1.99,2.99,2.39,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2,12,16,6,18,7,37,9,5,2,9,6,75,7,16,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,6.59,2.69,2.39,2.49,2.99,2.19,1.29,2.39,2.69,2.69,2.69,2.69,2.99,2.99,2.39,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6,15,11,16,15,8,48,27,14,3,18,12,52,4,14,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,6.59,2.69,2.39,2.49,3.05,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.15,3.22,2.39,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,15,10,16,3,9,59,13,8,4,11,14,12,6,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1,19,17,13,8,9,47,23,9,9,10,12,14,6,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,4,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5,14,25,10,14,8,49,21,11,5,10,12,62,13,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.39,6.59,2.69,2.39,2.49,3.58,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.52,3.56,2.39,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,16,19,6,17,11,43,17,16,8,7,4,67,21,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.39,6.59,2.69,2.39,2.49,3.5,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.5,3.5,2.39,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1,14,17,15,6,11,45,25,11,14,7,11,11,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.83,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.67,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,19,21,16,5,8,41,22,10,6,12,8,24,4,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7,10,22,9,9,7,34,22,10,6,14,14,24,3,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,5,12,14,11,13,46,18,64,21,71,42,21,5,17,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,1.35,1.35,1.35,1.35,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,13,15,14,5,8,42,20,53,27,39,35,15,1,12,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1.39,6.59,2.69,2.39,2.49,3.89,2.19,1.29,2.39,1.35,1.35,1.35,1.35,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4,21,13,13,6,8,39,27,6,3,12,8,20,4,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6,2.66,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,24,15,8,2,13,51,12,4,2,8,11,20,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.65,2.39,2.49,3.89,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,18,21,12,5,17,37,24,7,12,8,11,50,12,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6.59,2.65,2.39,2.49,3.69,2.19,1.29,2.39,2.69,2.69,2.69,2.69,3.69,3.89,2.39,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4,16,18,8,9,19,36,10,8,7,15,12,54,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,6,2.71,2.4,2.49,3.91,2.19,1.29,2.41,2.69,2.72,2.7,2.71,3.69,3.89,2.4,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4,6,12,14,9,16,47,14,3,9,12,12,9,3,18,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.39,5.99,2.79,2.49,2.49,2.88,2.19,1.29,2.49,2.79,2.79,2.79,2.79,3.79,3.32,2.49,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4,8,15,15,24,5,49,20,8,8,12,12,12,15,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.39,6,2.79,2.49,2.49,1.99,2.19,1.29,2.49,2.79,2.79,2.79,2.79,3.79,1.99,2.49,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,5,16,18,12,33,3,59,14,13,3,17,6,53,15,17,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.39,5.99,2.79,2.49,2.49,1.94,2.19,1.29,2.49,2.79,2.79,2.79,2.79,3.79,1.92,2.49,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5,16,17,11,21,11,45,19,9,6,25,11,84,14,23,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.39,5.99,2.79,2.49,2.49,2.16,2.19,1.29,2.49,2.79,2.79,2.79,2.79,1.87,2.12,2.49,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,12,23,12,8,11,48,18,11,10,15,11,42,12,12,15,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,5.99,2.79,2.49,2.49,2.99,2.19,1.29,3,2.79,2.79,2.79,2.79,2.99,2.99,2.49,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,23,19,15,6,8,67,18,12,7,15,14,33,4,12,19,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1.39,5.99,2.76,2.49,2.49,2.99,2.19,1.29,3,2.79,2.79,2.79,2.79,2.99,2.99,2.49,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
